,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400,401,402,403,404,405,406,407,408,409,410,411,412,413,414,415,416,417,418,419,420,421,422,423,424,425,426,427,428,429,430,431,432,433,434,435,436,437,438,439,440,441,442,443,444,445,446,447,448,449,450,451,452,453,454,455,456,457,458,459,460,461,462,463,464,465,466,467,468,469,470,471,472,473,474,475,476,477,478,479,480,481,482,483,484,485,486,487,488,489,490,491,492,493,494,495,496,497,498,499
99,69,26,56,3,51,53,2,37,2,84,86,52,43,73,67,75,88,2,42,1,81,47,4,38,82,50,64,13,65,31,93,31,80,64,64,82,88,61,79,83,48,3,88,81,11,56,54,76,51,13,60,85,82,22,38,54,23,74,32,97,70,87,42,65,78,84,77,23,82,10,47,8,10,30,6,77,35,31,13,11,56,48,2,37,38,30,6,36,7,36,52,19,34,85,65,31,56,90,55,9,67,45,82,53,59,4,78,72,23,98,88,56,48,85,47,44,12,14,78,64,19,88,69,55,1,45,22,74,68,43,38,26,69,11,63,3,63,16,18,30,77,30,13,95,47,31,34,90,78,71,16,3,71,65,16,80,43,89,79,98,57,58,41,28,59,83,14,48,49,46,88,25,3,98,36,82,76,15,31,72,93,71,60,44,61,37,6,42,27,73,9,52,3,25,20,31,29,60,37,66,36,49,94,75,47,58,57,3,61,78,98,97,82,32,57,62,65,54,74,52,32,39,42,47,14,35,37,91,12,28,85,33,93,15,98,23,77,63,52,2,85,42,14,48,90,51,42,42,88,93,29,95,80,69,13,55,37,22,57,47,5,96,38,57,17,53,87,11,59,14,44,58,64,11,79,26,80,82,5,14,56,45,43,36,77,77,97,89,17,71,4,86,65,25,49,58,47,70,42,45,67,29,60,14,69,63,56,33,71,6,68,81,40,88,3,30,62,60,22,72,58,45,6,98,34,17,54,66,66,69,62,72,29,93,23,45,68,77,9,87,47,54,40,86,14,78,60,78,92,6,28,28,67,42,29,82,71,59,40,47,2,69,77,86,63,3,67,24,52,3,17,79,40,39,22,40,4,71,21,38,21,11,26,8,87,28,88,5,64,37,76,79,73,16,84,64,40,49,20,27,21,87,90,27,33,14,27,13,5,5,39,33,86,21,3,64,72,96,28,17,76,78,78,83,33,72,54,3,62,33,6,68,33,14,72,17,65,88,87,96,90,79,72,44,7,58,12,39,13,53,2,42,94,80,16,89,60,42,79,80,90,18,40,65,67,35,11,24,54,37,72,97,41,75,26,60,11,27,76,14,78,68,25,19,82,94,5,15,79,12,29,87,80,80,5,22,72,15,50,8
100,54,94,58,11,73,35,74,40,52,15,42,12,10,14,12,54,10,44,78,55,68,13,15,34,6,21,8,56,62,73,24,22,31,76,51,65,3,71,73,33,17,24,44,59,72,6,27,93,34,82,83,55,78,46,39,61,69,71,52,2,3,26,72,42,38,20,26,34,91,71,37,21,44,45,90,42,95,4,83,63,80,44,20,40,59,64,97,41,12,32,14,65,86,94,20,74,51,90,13,25,44,91,16,93,5,55,5,11,61,20,22,73,55,38,26,63,37,61,16,43,45,72,59,67,38,42,2,92,88,34,19,33,9,17,79,33,32,30,22,49,76,43,29,64,28,57,44,52,93,83,53,32,78,21,39,20,44,79,14,63,3,58,93,22,39,5,73,53,98,14,63,65,33,4,52,94,80,41,4,22,14,97,47,66,46,58,79,14,74,49,94,31,75,90,25,91,31,10,61,39,85,24,89,33,49,10,93,41,96,53,24,74,48,95,50,75,73,42,85,79,81,85,67,21,89,12,14,1,20,84,77,88,26,31,36,18,15,71,11,34,2,79,40,74,10,18,61,23,76,95,26,24,57,55,12,65,43,47,94,4,75,64,85,62,81,60,53,6,47,87,95,57,1,29,98,98,62,10,37,5,59,52,49,89,78,44,88,66,82,72,3,47,59,94,32,73,63,89,8,18,87,81,13,50,52,90,5,34,37,55,52,14,93,43,51,40,84,30,42,4,94,68,84,51,25,30,36,29,7,7,4,36,24,19,82,66,45,31,52,69,5,91,18,21,64,90,5,32,46,73,58,10,7,46,96,46,35,55,47,62,33,8,43,19,8,5,21,42,7,91,50,9,51,88,34,50,35,46,46,88,33,97,10,30,66,16,34,32,75,51,97,85,47,97,90,90,94,39,8,68,6,5,13,7,70,35,96,95,7,85,60,68,46,38,27,19,92,38,21,57,62,37,55,31,79,44,21,14,44,54,92,89,70,14,37,1,29,6,40,37,34,76,60,42,23,9,22,14,97,97,1,63,37,17,55,20,26,22,72,7,63,48,37,77,84,12,31,32,31,9,67,32,38,18,31,35,63,95,11,85,65,52,40,62,3,2,66,18,79,64,67,56,67,36,72,87,43,42,72,27
101,43,34,68,26,7,64,32,43,38,37,12,46,78,5,16,49,10,69,80,12,72,43,41,24,59,77,89,58,40,6,70,44,71,73,48,27,93,84,81,66,57,13,38,77,32,33,90,93,1,97,48,89,2,34,4,20,31,92,95,87,53,85,7,3,90,23,92,6,34,14,30,2,46,79,30,17,36,89,97,18,36,40,60,10,13,25,14,4,24,32,44,48,55,97,43,90,72,4,70,44,20,55,68,75,19,37,71,46,92,86,86,96,92,69,97,92,60,91,35,46,18,94,27,28,18,95,20,81,26,53,89,34,32,59,33,11,9,65,52,84,64,41,88,37,7,75,90,57,38,65,78,15,26,46,64,21,56,36,27,89,58,6,63,30,36,80,86,26,15,42,97,37,56,61,73,75,18,66,68,51,89,23,96,30,93,84,60,63,66,79,7,58,28,35,72,12,28,24,23,14,86,49,43,30,3,6,36,19,69,4,9,24,84,76,73,87,4,48,75,97,53,87,83,21,62,6,17,23,91,40,18,31,88,62,70,61,29,31,22,20,2,28,11,91,78,81,87,96,87,14,2,92,91,46,1,98,52,66,34,82,52,31,3,46,27,84,92,69,56,45,98,61,56,93,54,60,88,79,12,10,72,27,46,62,85,89,57,19,3,49,76,50,44,60,41,59,62,56,25,93,71,44,56,23,96,57,9,7,45,90,30,90,97,43,51,72,82,34,67,37,32,39,85,43,64,52,80,29,65,17,58,97,46,30,37,59,65,34,22,54,79,16,88,72,5,18,46,80,8,72,43,90,75,53,81,80,16,81,23,88,69,90,29,80,39,8,91,13,49,2,95,75,25,47,63,85,65,77,18,40,15,23,17,46,62,67,15,41,77,73,14,28,21,32,37,7,79,70,26,69,71,76,53,61,88,79,97,93,32,66,63,6,61,32,51,20,74,47,80,45,53,65,80,10,27,2,53,60,24,66,44,79,91,92,18,94,22,44,54,95,71,97,67,96,65,38,48,16,83,1,22,72,97,43,29,95,41,31,97,69,80,65,96,19,76,49,94,35,97,68,72,29,56,71,5,4,39,95,8,83,35,60,29,4,30,91,23,86,55,83,21,82,30,62,57,31,32,85,84,92
102,35,83,15,24,62,26,65,62,22,14,78,57,43,41,38,90,82,40,67,86,29,12,33,13,53,1,90,64,97,9,36,44,15,85,90,62,92,82,71,31,70,48,9,69,76,89,76,49,1,75,86,24,91,18,93,36,83,81,85,32,49,2,1,85,94,23,33,43,89,92,54,67,16,53,44,4,14,59,7,85,62,67,18,19,64,90,18,10,21,48,11,81,37,90,92,4,2,43,63,93,89,6,96,35,16,90,8,40,47,8,90,74,40,15,82,98,4,70,27,84,80,42,62,11,54,64,42,62,16,47,9,76,81,97,36,19,69,96,24,42,19,88,75,95,5,15,8,86,12,19,61,27,86,33,68,51,92,16,44,44,43,59,79,43,84,96,77,42,54,18,74,53,60,92,68,97,8,98,63,57,28,24,2,25,18,25,14,94,38,26,52,26,82,24,23,4,57,78,87,72,62,64,47,24,3,85,8,13,53,83,18,22,65,78,97,12,96,45,11,66,16,68,72,87,63,85,42,63,53,55,6,42,22,52,39,51,8,49,51,14,25,2,95,67,49,27,52,12,75,27,83,40,46,12,43,33,47,41,63,54,11,93,59,9,34,52,21,7,58,24,58,49,74,57,51,41,27,69,31,29,12,33,46,30,56,77,68,80,59,41,80,68,83,94,33,74,51,5,81,60,56,68,66,14,32,76,39,56,85,98,1,16,86,62,52,52,28,47,87,83,95,9,39,63,20,48,52,16,50,55,58,46,25,37,13,52,78,50,35,75,80,20,50,18,41,69,52,74,60,60,72,93,85,38,20,33,26,76,23,19,61,69,39,80,74,71,9,24,93,87,27,14,69,83,81,59,58,87,38,2,91,32,78,33,39,42,73,40,32,97,34,54,75,10,74,95,60,30,89,84,97,76,46,86,73,94,8,57,28,53,66,74,42,35,90,43,89,68,72,53,68,2,28,76,51,15,49,47,93,58,24,86,18,33,20,26,84,46,58,78,43,72,20,15,86,41,45,81,69,81,17,40,24,46,51,16,53,43,83,46,56,26,42,37,35,84,18,66,43,22,59,77,74,66,15,68,47,67,19,34,25,17,59,66,27,65,25,40,12,17,45,50,44,81,22,47,58,9,7,76
103,74,5,48,87,95,85,56,60,37,70,36,2,62,42,71,15,18,49,81,9,78,9,63,52,35,19,30,35,61,43,91,43,73,28,2,6,46,67,63,75,76,17,50,67,61,81,74,9,52,48,30,10,72,58,8,66,11,74,21,57,40,11,72,61,30,93,59,76,79,71,68,18,57,83,94,98,38,32,52,55,83,72,12,71,29,8,54,31,61,50,3,44,82,55,52,21,67,90,90,59,55,15,12,3,73,90,44,63,16,37,51,63,4,89,93,58,54,30,82,53,80,36,18,92,86,3,20,44,74,3,24,82,46,87,76,21,59,37,39,34,56,50,94,86,79,40,94,35,58,87,4,46,44,40,86,4,78,37,41,96,49,95,8,18,4,79,35,47,22,97,9,8,68,36,18,80,68,90,30,66,41,53,62,24,66,10,2,20,63,65,9,50,79,93,66,28,19,39,27,68,97,61,45,66,63,29,23,84,3,10,47,90,25,70,9,50,28,93,53,59,18,40,46,64,21,9,57,39,9,56,32,45,58,9,4,76,74,74,16,32,60,26,5,77,65,15,63,39,82,65,84,18,89,82,76,83,91,19,88,90,14,72,52,52,95,9,93,31,2,1,71,64,11,61,15,95,25,14,74,80,27,90,8,91,93,45,60,85,48,37,2,79,78,24,63,71,4,64,94,57,95,50,20,29,70,34,92,33,22,76,72,80,11,35,52,55,55,9,87,98,94,47,54,33,87,26,63,94,50,92,47,34,82,59,83,91,77,80,85,40,81,3,75,78,48,47,36,96,50,57,20,68,93,70,39,59,73,23,10,61,83,12,23,1,82,19,66,91,49,97,32,17,65,23,20,54,33,12,17,83,59,82,35,87,27,4,60,75,95,38,21,40,82,92,31,56,45,48,87,16,7,29,26,38,81,30,6,85,37,86,49,75,81,64,40,38,93,64,69,26,21,94,93,29,39,30,53,21,3,53,58,51,13,33,79,89,8,50,95,45,68,10,89,55,80,58,54,89,56,27,86,38,89,27,61,1,68,63,74,71,29,22,72,74,72,23,70,42,5,52,42,59,57,45,79,58,68,35,88,51,9,91,17,82,70,1,83,52,8,33,61,95,90,74,40,42,59,66,3,55
104,27,22,78,50,80,73,27,60,23,3,52,22,11,5,65,4,30,96,9,65,43,86,92,58,31,6,3,42,67,38,98,33,42,43,63,7,23,26,36,53,81,71,72,6,64,83,39,40,33,30,65,84,44,46,55,73,95,30,97,24,94,62,88,49,32,90,65,93,12,23,96,42,42,74,92,38,58,12,2,18,97,70,98,75,30,37,36,15,35,69,23,3,23,8,56,16,95,85,45,45,30,43,29,31,77,62,62,29,78,69,17,16,46,89,56,71,58,79,88,61,39,25,86,95,38,21,93,6,12,57,33,39,48,18,48,47,53,52,54,49,93,96,90,20,41,87,78,36,4,75,45,97,64,18,2,80,58,55,74,57,26,59,71,52,28,61,56,15,98,90,53,79,2,87,91,93,96,97,86,16,54,84,82,46,42,78,47,41,13,15,90,55,55,58,28,18,47,88,76,87,96,57,30,75,71,8,47,70,16,79,25,94,5,68,32,89,72,50,27,20,81,93,61,55,40,60,33,55,19,12,46,84,79,94,49,93,29,45,63,34,75,87,94,2,36,67,13,86,60,19,86,51,92,91,96,47,82,67,84,71,54,64,5,36,60,2,86,78,82,18,38,45,71,97,21,36,32,31,4,31,77,79,64,59,3,3,52,10,46,62,89,18,11,28,80,40,32,59,61,29,6,69,27,68,42,36,47,84,51,31,77,19,36,58,68,17,54,87,19,36,45,15,73,42,65,15,82,20,26,50,43,40,7,68,51,73,77,48,4,15,62,95,25,30,57,92,60,23,82,39,46,83,76,25,22,24,22,35,30,24,60,54,26,34,26,30,9,1,18,48,86,13,28,36,48,97,42,85,41,84,69,90,69,9,89,5,16,20,18,32,39,80,69,94,87,98,93,77,50,69,74,36,84,96,61,52,18,49,87,7,71,49,4,2,33,95,71,57,37,12,69,51,63,86,71,20,25,64,28,38,33,1,29,62,26,53,81,22,61,30,9,22,29,3,48,31,88,39,7,69,10,72,23,72,88,51,59,15,80,58,60,65,14,86,20,18,58,21,17,74,56,4,46,2,36,15,75,56,83,30,92,72,39,2,29,63,45,8,73,34,89,59,66,68,66,69,31,22,31,81
105,86,63,65,11,55,21,95,48,69,63,71,18,56,45,53,37,37,52,71,80,3,30,19,37,53,89,82,8,75,85,39,18,82,9,34,57,59,62,76,39,17,51,43,46,60,12,82,5,65,48,50,29,37,72,85,33,15,95,92,62,3,8,36,16,59,11,94,54,32,31,36,95,73,78,31,62,56,83,33,80,75,56,11,30,81,37,51,40,40,19,14,18,33,83,45,81,21,47,80,90,66,83,49,28,17,96,57,12,29,98,86,89,60,56,95,58,25,84,40,36,55,7,97,34,67,29,37,37,43,49,12,20,62,76,72,84,10,46,77,86,79,26,89,71,68,53,82,82,9,73,26,1,6,47,86,38,92,30,47,31,29,90,43,95,6,11,88,54,71,89,61,64,4,33,62,20,56,7,44,12,39,97,16,47,46,95,35,33,12,23,52,73,48,90,18,49,17,93,92,82,88,90,42,41,42,12,7,52,49,61,14,26,8,55,62,62,76,38,33,62,82,40,40,1,70,49,65,67,56,42,23,63,81,11,71,75,13,10,28,7,48,86,46,32,13,1,22,90,90,23,83,37,38,50,10,7,77,50,39,8,14,37,19,40,41,13,72,83,46,5,74,29,18,1,87,90,85,12,89,12,4,87,39,58,50,59,73,47,37,52,4,10,97,57,61,19,90,56,76,13,87,76,29,29,63,34,43,88,28,64,69,98,95,51,96,78,96,57,97,49,3,88,7,10,28,87,61,14,97,1,82,71,94,92,33,57,14,85,64,66,1,73,46,95,20,13,15,43,69,42,41,60,63,11,90,45,50,33,3,38,57,60,84,27,77,51,60,19,59,22,25,70,29,97,73,44,58,54,83,5,11,47,6,17,13,71,85,4,89,93,28,54,41,57,74,23,19,40,67,56,15,16,16,74,40,81,69,19,51,81,42,71,55,30,25,37,25,1,43,44,46,84,35,95,39,55,32,92,86,63,85,91,61,37,7,4,84,20,43,44,29,86,46,17,63,12,10,74,21,63,57,1,23,45,5,45,6,9,89,3,84,48,74,58,94,78,41,74,5,70,26,33,14,35,60,59,28,48,34,83,94,43,11,35,27,68,54,74,50,25,9,41,75,55,28,34,40,93,34,12
106,38,64,11,88,67,92,50,69,63,13,55,4,85,48,93,83,85,31,95,38,51,76,10,59,37,39,13,39,71,16,23,21,5,41,32,92,17,74,51,23,81,82,51,10,67,43,53,84,83,98,24,84,59,8,29,3,9,43,61,25,1,13,88,21,68,51,39,15,84,90,17,76,56,65,87,8,40,88,50,49,46,14,18,86,79,14,35,52,24,25,27,66,21,36,86,17,62,45,12,73,42,61,51,68,39,33,34,30,69,81,7,92,12,97,30,14,91,86,84,21,74,72,90,82,91,96,62,86,72,5,80,11,38,78,26,95,84,11,46,34,9,92,13,66,19,42,18,89,28,15,24,95,4,14,90,12,75,2,12,98,37,4,69,62,13,86,89,88,23,20,95,55,36,51,52,17,6,51,63,68,20,39,38,16,3,40,92,91,61,32,72,56,42,79,34,54,91,45,47,28,19,4,80,2,35,38,85,85,54,16,97,52,14,65,21,50,47,16,85,5,44,83,33,28,32,56,83,22,31,30,96,75,8,16,86,48,14,32,35,94,7,20,29,36,84,94,23,62,32,87,14,58,30,88,97,92,62,58,7,44,35,7,67,74,92,81,77,7,20,91,11,63,49,39,65,71,19,77,95,20,77,39,26,31,64,21,95,93,71,50,53,95,48,40,20,85,97,55,83,34,11,8,17,55,69,11,3,79,2,64,80,97,92,72,46,60,10,46,40,72,25,42,4,69,13,29,76,49,43,73,74,76,32,29,89,24,18,73,76,30,69,82,71,14,71,49,78,90,65,32,18,1,80,16,89,74,72,18,10,51,41,88,69,30,45,39,84,34,31,55,36,37,3,94,72,96,94,55,95,29,29,5,39,17,8,35,42,92,53,37,2,46,78,46,13,20,6,98,61,62,88,83,56,53,82,3,42,77,36,47,93,82,8,68,33,91,47,36,69,38,92,85,50,72,50,30,56,58,42,60,63,8,36,24,73,17,65,88,66,39,72,72,44,13,34,89,11,42,46,74,13,9,34,59,30,34,36,38,76,71,23,71,65,53,6,57,12,22,8,17,98,92,77,8,33,78,54,88,2,22,62,20,60,10,7,54,26,54,43,73,14,41,95,40,92,27,33,68,89,5
107,7,70,39,15,32,40,51,46,94,72,5,63,6,37,17,51,83,17,70,33,83,87,10,79,51,89,75,18,32,4,37,11,39,51,5,79,7,28,83,96,71,72,70,37,95,67,98,21,29,93,7,66,95,15,66,66,5,16,85,11,81,19,63,23,18,84,27,89,19,34,35,44,24,25,65,24,81,14,65,81,38,21,65,85,82,21,36,66,38,9,54,20,70,36,92,70,19,41,78,76,72,86,21,93,71,80,26,22,18,86,45,27,36,71,74,40,73,97,90,20,20,39,39,34,52,4,41,92,67,38,48,61,91,38,41,27,1,74,21,41,12,84,41,68,13,3,14,62,96,77,27,97,55,96,28,54,72,38,52,81,43,94,63,67,19,70,73,19,85,38,17,12,10,77,57,33,9,28,70,96,4,71,41,55,31,56,39,63,48,40,7,21,83,7,21,67,67,60,60,79,46,71,49,79,88,83,2,86,72,23,69,37,18,63,5,19,88,39,31,94,12,25,62,63,75,40,86,87,48,96,51,31,59,13,21,48,67,71,61,34,78,79,79,74,5,1,14,42,26,74,52,55,44,14,4,87,73,94,53,44,49,74,29,60,45,21,43,50,19,87,92,87,21,47,72,10,8,63,65,38,60,82,3,51,42,86,84,4,14,1,71,88,27,43,79,56,96,3,62,16,86,9,14,5,45,87,5,48,56,51,15,77,76,39,66,40,83,8,25,86,45,41,2,94,90,93,8,72,35,76,37,51,76,96,4,81,60,63,88,48,45,45,63,89,31,89,22,30,33,2,10,93,38,62,33,86,64,23,50,77,26,9,1,69,7,60,13,35,67,71,85,79,37,4,83,82,94,21,62,72,37,11,85,82,59,67,12,49,63,8,87,11,37,93,36,51,33,48,87,47,15,43,28,47,13,82,41,16,7,86,70,41,41,46,4,84,8,48,95,78,36,44,54,41,32,36,6,49,35,7,95,68,77,69,28,45,13,96,4,47,79,62,88,46,1,66,44,69,38,4,86,10,16,12,64,41,75,2,86,19,19,25,85,82,98,76,13,35,44,29,50,44,92,78,34,89,21,27,44,94,6,48,11,56,67,96,87,97,67,48,23,72,13,38,50,89,64,6,48,68
108,61,50,61,6,50,82,48,23,53,18,3,77,29,32,25,24,71,89,13,88,3,94,18,48,91,9,97,91,33,65,66,18,70,40,89,74,37,18,27,53,97,19,65,54,34,58,8,25,85,18,29,34,22,63,61,84,41,25,79,9,25,13,37,98,72,49,17,24,74,28,24,61,7,34,51,50,41,15,6,62,17,20,76,89,6,12,95,77,48,89,17,11,81,68,18,20,65,84,38,50,46,69,22,8,21,13,96,80,51,37,67,53,56,18,74,64,66,98,43,49,1,20,25,35,49,19,50,18,61,14,86,22,12,98,28,7,36,14,16,22,74,58,23,44,40,47,51,4,57,62,88,26,32,1,22,77,3,22,11,33,98,56,64,69,42,10,59,5,35,91,92,92,64,17,47,32,63,20,30,40,26,52,48,9,59,42,5,74,19,12,41,87,2,90,90,84,71,77,79,8,77,55,52,38,88,2,90,64,35,94,52,93,73,84,65,58,70,61,68,29,63,94,84,51,38,91,4,54,23,48,60,62,51,51,72,52,18,91,37,32,46,67,52,54,68,67,53,13,29,83,83,78,71,57,57,33,54,91,50,35,45,73,96,59,90,73,95,3,62,89,55,32,34,14,38,16,85,22,93,69,69,8,11,22,93,2,13,75,82,92,80,47,81,71,9,6,58,78,44,43,95,45,55,20,93,8,57,76,51,37,22,62,17,50,74,71,1,44,10,21,98,38,14,57,13,21,1,31,56,8,65,20,10,38,28,45,67,71,12,49,85,9,41,33,92,92,3,74,76,57,33,30,58,67,46,97,30,19,54,51,82,36,36,63,38,49,7,40,21,43,97,76,69,38,88,40,17,28,20,25,97,41,93,41,69,3,28,30,33,12,47,84,66,77,83,98,78,87,16,95,46,98,85,49,69,94,30,97,17,72,17,28,19,50,51,64,21,25,60,87,58,51,27,5,24,68,58,2,87,65,89,86,50,12,60,69,94,58,47,47,57,33,21,50,76,44,38,68,19,92,85,19,19,93,69,90,93,10,29,5,56,28,55,95,96,4,44,7,76,16,39,70,70,43,48,17,73,47,77,40,96,20,18,9,57,45,30,70,6,72,80,24,44,85,51,15,64,24,60,4
109,51,30,86,11,29,90,32,59,35,44,81,11,32,28,39,63,75,87,42,48,90,47,35,8,43,81,41,2,94,9,79,87,86,96,46,80,55,68,16,87,55,39,72,5,31,10,5,30,63,72,13,74,60,13,96,98,36,56,60,31,72,91,51,52,26,24,52,80,37,58,60,25,74,86,12,23,73,67,91,23,25,90,46,75,33,76,32,74,88,71,56,24,17,83,41,58,32,78,44,56,63,29,4,27,83,97,13,1,59,70,94,90,57,14,88,8,2,49,38,44,52,16,2,3,3,47,38,68,76,23,76,81,62,80,18,10,54,53,56,63,70,80,5,29,70,83,36,89,34,32,82,57,8,89,10,19,36,83,70,25,66,89,30,13,36,86,30,23,87,91,85,97,27,86,26,47,2,94,33,76,92,26,74,35,70,14,1,13,48,28,40,48,81,33,67,44,18,89,12,11,87,26,35,68,84,22,32,65,23,32,88,21,80,79,92,20,98,31,31,14,58,6,26,49,89,70,61,32,66,87,35,31,25,34,5,17,44,88,73,33,49,2,95,88,11,24,82,71,93,17,38,80,15,89,49,94,16,45,9,50,27,83,71,9,1,53,7,92,91,76,11,8,25,69,46,95,96,20,37,49,36,36,90,58,97,36,22,51,29,90,34,31,65,90,34,59,64,9,97,3,87,18,75,47,26,11,54,8,81,25,65,10,41,71,12,84,62,68,92,49,38,39,53,91,85,15,48,44,83,57,31,83,36,96,39,15,38,33,79,37,54,66,53,73,63,61,80,10,57,76,79,72,82,37,42,83,49,38,35,60,87,91,53,41,25,12,4,59,31,23,96,53,92,50,1,40,69,5,50,16,30,44,93,50,59,29,86,47,53,38,84,63,37,88,28,67,12,74,60,28,51,12,3,23,91,49,87,27,62,44,39,24,15,6,28,17,79,95,1,50,24,76,38,64,58,33,21,38,89,16,19,10,15,70,86,8,56,28,89,57,69,25,79,83,98,61,48,68,22,72,27,71,89,71,60,55,88,68,29,96,40,34,64,42,85,40,89,73,54,71,32,58,8,32,19,47,56,48,37,26,13,69,80,86,57,31,69,58,27,38,78,25,26,78,33,50,92,2,8,50
110,4,27,84,89,47,74,6,59,17,26,35,7,38,34,67,65,12,5,55,37,84,28,63,53,76,90,65,84,12,33,24,2,57,39,95,61,61,46,43,39,94,27,63,83,56,92,40,35,91,12,40,35,62,28,63,70,59,10,12,91,62,50,56,34,52,40,38,72,17,52,28,76,79,30,35,22,70,35,46,34,66,78,69,54,14,75,94,87,86,58,71,12,87,88,66,25,72,1,92,91,78,45,91,59,58,31,6,76,4,95,45,85,59,71,31,25,7,24,42,72,53,57,65,9,41,97,67,52,69,34,60,55,88,57,46,22,30,94,58,85,75,64,44,79,21,53,39,55,28,88,83,4,71,49,59,94,43,8,55,24,78,46,32,19,33,65,60,37,31,29,12,84,30,70,86,23,90,83,61,42,63,75,75,83,92,24,76,75,3,41,45,32,39,63,19,94,44,14,96,5,68,60,38,25,19,46,79,43,73,70,25,36,72,82,94,8,61,20,15,18,4,82,34,28,5,22,31,52,77,51,6,89,49,70,73,94,1,25,15,57,83,60,84,44,65,23,5,36,61,10,35,66,23,58,25,79,70,85,96,89,82,28,57,95,90,25,17,75,35,66,34,49,88,89,29,39,11,50,43,37,73,95,64,94,87,59,61,53,88,47,65,83,37,4,37,55,81,27,4,25,79,70,26,89,49,55,57,38,1,57,30,36,96,27,83,32,38,84,5,47,19,18,2,70,82,42,39,91,37,57,24,15,63,17,82,82,55,1,70,9,17,91,21,56,31,62,94,46,15,77,12,78,84,69,58,97,63,16,85,5,14,39,1,69,9,79,39,33,22,18,98,19,32,43,37,84,21,42,60,50,92,51,87,4,16,64,91,97,9,5,30,92,7,83,15,51,65,15,87,91,56,72,90,43,48,51,50,86,53,46,22,90,12,28,79,5,44,32,88,22,82,23,18,45,27,40,22,36,82,26,44,77,60,79,50,66,35,64,67,30,14,4,93,83,35,79,96,98,62,96,26,33,81,59,44,64,69,71,39,51,4,13,69,53,65,76,65,20,4,6,91,1,13,56,16,4,8,98,56,32,64,81,66,25,52,53,20,18,16,62,96,92,76,37,98,5,27,58,53,53
